date_of_sale,address,county,price,vat_exclusive,property_description,property_size,accuracy,formatted_address,eircode,place_id,latitude,longitude,geocoding_url,region,electoral_district_id,electoral_district,bus_distance,train_distance
25/01/2010,"The Gate Lodge, Ballyegan, Birr",Offaly,55000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"Ballyegan Lodge, Ballyegan, Birr, Co. Offaly, Ireland",,ChIJFVE1EVv3XEgR16MMeS01Du4,53.0560066,-7.908693199999999,"https://maps.googleapis.com/maps/api/geocode/json?address=The+Gate+Lodge,+Ballyegan,+Birr,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12019,Kilcolman,2.5012562280284367,36.20791389198165
27/01/2010,"46 Whitehall, Tullamore",Offaly,205000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"46 Whitehall, Tullamore, Co. Offaly, R35 E953, Ireland",R35 E953,ChIJe3VPDZqlXUgRDesxaGrgo34,53.2756902,-7.480178299999999,"https://maps.googleapis.com/maps/api/geocode/json?address=46+Whitehall,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12002,Tullamore Urban,0.20728760563158247,1.4055757794881614
27/01/2010,"Number 2, Rathcarn, Moneygall",Offaly,205000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"2, Loyer, Rathcarn, Co. Offaly, E53 Y962, Ireland",E53 Y962,ChIJY1XSyqDuXEgR423WDJTfPmQ,52.8815983,-7.9584924999999975,"https://maps.googleapis.com/maps/api/geocode/json?address=Number+2,+Rathcarn,+Moneygall,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12050,Cullenwaine,0.20603480008332686,53.001349296827925
29/01/2010,"11 The Willows, Clonminch, Tullamore",Offaly,235000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"11 The Willows, Clonminch, Tullamore, Co. Offaly, R35 KD57, Ireland",R35 KD57,ChIJoWmoDfOlXUgRI-ouNLEx14Y,53.26163879999999,-7.4868872999999985,"https://maps.googleapis.com/maps/api/geocode/json?address=11+The+Willows,+Clonminch,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12002,Tullamore Urban,0.13734336896976707,1.2882130231724611
29/01/2010,"43 Harbour Walk, Tullamore",Offaly,160000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"43 Harbour Walk, Puttaghan, Tullamore, Co. Offaly, R35 C971, Ireland",R35 C971,ChIJwd_sAp2lXUgRsX-yKwuWidw,53.2829981,-7.484763900000001,"https://maps.googleapis.com/maps/api/geocode/json?address=43+Harbour+Walk,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12002,Tullamore Urban,0.17372179046662078,1.7008614561029762
01/02/2010,"Ballygaddy, Sharavogue, Birr",Offaly,175000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,"Ballygaddy, Sharavogue, Co. Offaly, Ireland",,ChIJ9UeNAa_wXEgRD9P_87Pjaqc,53.0339049,-7.900566199999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballygaddy,+Sharavogue,+Birr,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12019,Kilcolman,0.027648694331171224,37.491683262403605
01/02/2010,"Main Street, Shinrone, Birr",Offaly,225500.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,"Shinrone, Co. Offaly, Ireland",,ChIJ6aD-C07wXEgRoI4xl6nHAAo,52.984403500000006,-7.9245622,"https://maps.googleapis.com/maps/api/geocode/json?address=Main+Street,+Shinrone,+Birr,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12056,Shinrone,0.007189512055664158,42.60137017342153
02/02/2010,"5 Cornmarket Street, Birr",Offaly,100000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"5 Cornmarket St, Townparks, Birr, Co. Offaly, R42 XY10, Ireland",R42 XY10,ChIJyQGhnIj3XEgRZVLgxfL1TSs,53.0957123,-7.9126613999999975,"https://maps.googleapis.com/maps/api/geocode/json?address=5+Cornmarket+Street,+Birr,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12001,Birr Urban,0.11512968841386348,33.55145468653847
05/02/2010,"Main Street, Ferbang",Offaly,125000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,"Main St, Ferbane, Co. Offaly, Ireland",,ChIJuTaGyjFSXEgRVfXvhOqCsGQ,53.271418,-7.8277230000000015,"https://maps.googleapis.com/maps/api/geocode/json?address=Main+Street,+Ferbang,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12015,Ferbane,0.11996130632978418,15.961770515750535
11/02/2010,"The Beeches, Cappincur, Tullamore",Offaly,350000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,"Spollanstown Industrial Estate, Co. Offaly, Ireland",,ChIJc76r4rilXUgR7UOlM49ZBoc,53.2759484,-7.4470303,"https://maps.googleapis.com/maps/api/geocode/json?address=The+Beeches,+Cappincur,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12062,Cappancur,1.5018789648148532,3.537679025491613
12/02/2010,"5 Johns Mall, Birr",Offaly,555000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"John's Mall, Townparks, Birr, Co. Offaly, Ireland",,ChIJqeVK_if4XEgR0cJ4qH0H9IM,53.0957976,-7.907870799999999,"https://maps.googleapis.com/maps/api/geocode/json?address=5+Johns+Mall,+Birr,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12001,Birr Urban,0.1842197216483348,33.35716807377976
12/02/2010,"Number 5 Canal View, Daingean",Offaly,52500.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"5 Canal View, Townparks, Daingean, Co. Offaly, R35 DT38, Ireland",R35 DT38,ChIJbdEIqmKiXUgRgZbV3xfrbpM,53.2976032,-7.2915822,"https://maps.googleapis.com/maps/api/geocode/json?address=Number+5+Canal+View,+Daingean,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12065,Daingean,0.09696476650213492,14.14668538764585
25/02/2010,"Turraun, Rahan, Tullamore",Offaly,60000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"4 Church St, Tullamore, Co. Offaly, Ireland",,ChIJw7YK84WlXUgRZC8rFyLYeTI,53.2748125,-7.490951499999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Turraun,+Rahan,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12002,Tullamore Urban,0.08291662471713547,0.7422452014864714
25/02/2010,"Turraun, Rahan, Tullamore",Offaly,60000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"4 Church St, Tullamore, Co. Offaly, Ireland",,ChIJw7YK84WlXUgRZC8rFyLYeTI,53.2748125,-7.490951499999999,"https://maps.googleapis.com/maps/api/geocode/json?address=Turraun,+Rahan,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12002,Tullamore Urban,0.08291662471713547,0.7422452014864714
26/02/2010,"1 Harbour Drive, Tullamore",Offaly,170000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"1 Harbour Dr, Puttaghan, Tullamore, Co. Offaly, R35 KR25, Ireland",R35 KR25,ChIJYRvjx52lXUgRLqi3qhD4C3o,53.28374870000001,-7.4823701,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Harbour+Drive,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12002,Tullamore Urban,0.26496866648660194,1.8623534275426992
01/03/2010,"30 Ard Na Carraig, Edenderry",Offaly,167400.0,Yes,New Dwelling house /Apartment,less than 38 sq metres,ROOFTOP,"30 Ard Na Carraige, Edenderry, Co. Offaly, R45 X596, Ireland",R45 X596,ChIJ7W1joVOFXUgRnogjImVUaIE,53.3480947,-7.0578387000000005,"https://maps.googleapis.com/maps/api/geocode/json?address=30+Ard+Na+Carraig,+Edenderry,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12042,Edenderry Urban,0.5141602826138951,30.59100326073975
03/03/2010,"Cloonaloughan, Cloughjordan",Offaly,105000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,"Cloonaloughan, Co. Offaly, Ireland",,ChIJ7_I0cOTtXEgRMpdQu6fHACY,52.9315377,-7.9861008999999985,"https://maps.googleapis.com/maps/api/geocode/json?address=Cloonaloughan,+Cloughjordan,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12057,Templeharry,5.483054477466833,49.745042659088774
03/03/2010,"Cloonaloughan, Cloughjordan",Offaly,105000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,"Cloonaloughan, Co. Offaly, Ireland",,ChIJ7_I0cOTtXEgRMpdQu6fHACY,52.9315377,-7.9861008999999985,"https://maps.googleapis.com/maps/api/geocode/json?address=Cloonaloughan,+Cloughjordan,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12057,Templeharry,5.483054477466833,49.745042659088774
04/03/2010,"22 Carraig Ean, Edenderry",Offaly,57863.36,Yes,New Dwelling house /Apartment,less than 38 sq metres,ROOFTOP,"Carraig EÃÂ¡n, Edenderry, Co. Offaly, Ireland",,ChIJ1dK6qlOFXUgR2FLg9AO2gn8,53.3470045,-7.0579243,"https://maps.googleapis.com/maps/api/geocode/json?address=22+Carraig+Ean,+Edenderry,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12042,Edenderry Urban,0.3929476098654369,30.551894159418485
04/03/2010,"28 Carraig Ean, Edenderry",Offaly,97511.01,Yes,New Dwelling house /Apartment,less than 38 sq metres,ROOFTOP,"Carraig EÃÂ¡n, Edenderry, Co. Offaly, Ireland",,ChIJ1dK6qlOFXUgR2FLg9AO2gn8,53.3470045,-7.0579243,"https://maps.googleapis.com/maps/api/geocode/json?address=28+Carraig+Ean,+Edenderry,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12042,Edenderry Urban,0.3929476098654369,30.551894159418485
05/03/2010,"12 Cluain Alainn, Balagher",Offaly,165000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"Cluain ÃÂlainn, Curraghavarna, Banagher, Co. Offaly, Ireland",,ChIJL3Cr-phZXEgRmbflgEGLxbU,53.19017460000001,-7.9831767,"https://maps.googleapis.com/maps/api/geocode/json?address=12+Cluain+Alainn,+Balagher,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12004,Banagher,0.2440134948914348,29.524973691010715
05/03/2010,"24 Island Lodge, Walsh Island",Offaly,120000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"24 Island Lodge, Kilbeg, Walshisland, Co. Offaly, R35 N972, Ireland",R35 N972,ChIJz5_QQRGfXUgRRAfszP96i08,53.2301185,-7.221841,"https://maps.googleapis.com/maps/api/geocode/json?address=24+Island+Lodge,+Walsh+Island,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12080,Raheenakeeran,6.17223179001308,19.010549619035928
05/03/2010,"25 Carraig Ean, Edenderry",Offaly,97511.01,Yes,New Dwelling house /Apartment,less than 38 sq metres,ROOFTOP,"Carraig EÃÂ¡n, Edenderry, Co. Offaly, Ireland",,ChIJ1dK6qlOFXUgR2FLg9AO2gn8,53.3470045,-7.0579243,"https://maps.googleapis.com/maps/api/geocode/json?address=25+Carraig+Ean,+Edenderry,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12042,Edenderry Urban,0.3929476098654369,30.551894159418485
05/03/2010,"67 Droim Liath, Tullamore",Offaly,142000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"67 Droim Liath, Muiniagh, Tullamore, Co. Offaly, R35 C7W4, Ireland",R35 C7W4,ChIJIYUCCYevXUgRdIBdIpDF3m4,53.2921512,-7.506916099999999,"https://maps.googleapis.com/maps/api/geocode/json?address=67+Droim+Liath,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12087,Tullamore Rural,0.3791053403418761,2.417346180748599
09/03/2010,"30 Carraig Ean, Edenderry",Offaly,94867.84,Yes,New Dwelling house /Apartment,less than 38 sq metres,ROOFTOP,"Carraig EÃÂ¡n, Edenderry, Co. Offaly, Ireland",,ChIJ1dK6qlOFXUgR2FLg9AO2gn8,53.3470045,-7.0579243,"https://maps.googleapis.com/maps/api/geocode/json?address=30+Carraig+Ean,+Edenderry,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12042,Edenderry Urban,0.3929476098654369,30.551894159418485
12/03/2010,"1 Tyrells Brook Walk, Edenderry",Offaly,200000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,GEOMETRIC_CENTER,"Tyrrell's Brook Walk, Edenderry, Co. Offaly, Ireland",,EjRUeXJyZWxsJ3MgQnJvb2sgV2FsaywgRWRlbmRlcnJ5LCBDby4gT2ZmYWx5LCBJcmVsYW5kIi4qLAoUChIJ77NiLkiFXUgRIsWX5JtR_ssSFAoSCTMMnhxNhV1IEbCRMZepxwAK,53.334713,-7.0471167,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Tyrells+Brook+Walk,+Edenderry,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12042,Edenderry Urban,0.9024691236200912,30.902043095768843
16/03/2010,"172  Church Hill, Tullamore",Offaly,60000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,"172 Church Hill, Tullamore, Co. Offaly, R35 W5H9, Ireland",R35 W5H9,ChIJy8g-H5GlXUgRkutoiIJSLgo,53.2721324,-7.479384599999999,"https://maps.googleapis.com/maps/api/geocode/json?address=172+Church+Hill,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12002,Tullamore Urban,0.5778436530095312,1.3455567067004408
16/03/2010,"24 Chancery Park Road, Chancery Park  Cloncollig, Tullamore",Offaly,165000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"Cloncollig Industrial Estate, Cloncollog, Tullamore, Co. Offaly, Ireland",,ChIJs-3xYZalXUgRvX9Ays6ouzk,53.2711181,-7.4735245999999975,"https://maps.googleapis.com/maps/api/geocode/json?address=24+Chancery+Park+Road,+Chancery+Park+Cloncollig,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12087,Tullamore Rural,0.6923782539101105,1.7240873510512529
16/03/2010,"52 Eiscir End Road, Eiscir Meadows, Tullamore",Offaly,190000.0,Yes,New Dwelling house /Apartment,less than 38 sq metres,ROOFTOP,"52 Eiscir End Rd, Ardan, Eiscir Meadows, Co. Offaly, R35 W2H6, Ireland",R35 W2H6,ChIJc3aVGH2lXUgRt02CblQZJk0,53.2939506,-7.5019287,"https://maps.googleapis.com/maps/api/geocode/json?address=52+Eiscir+End+Road,+Eiscir+Meadows,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12087,Tullamore Rural,0.1685698220744202,2.580541140311908
18/03/2010,"113 O'Molloy Street, Tullamore",Offaly,120000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"113 O'Molloy St, Kilcruttin, Tullamore, Co. Offaly, R35 R670, Ireland",R35 R670,ChIJgRB9noelXUgRsXbqudwGtTE,53.2764445,-7.4987477999999985,"https://maps.googleapis.com/maps/api/geocode/json?address=113+O'Molloy+Street,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12002,Tullamore Urban,0.2407015565597183,0.6411298965087711
18/03/2010,"50 Droim Liath, Collins Lane, Tullamore",Offaly,199066.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ROOFTOP,"50 Droim Liath, Muiniagh, Tullamore, Co. Offaly, R35 F7X8, Ireland",R35 F7X8,ChIJoeaydoevXUgRU4tiHPEzrj0,53.2920983,-7.5057159,"https://maps.googleapis.com/maps/api/geocode/json?address=50+Droim+Liath,+Collins+Lane,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12087,Tullamore Rural,0.3470580178357283,2.3985473731820104
18/03/2010,"Cork Hill, Clara",Offaly,138000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,"Cork Hill, Clara, Co. Offaly, Ireland",,ChIJsWBjDvOxXUgRAIrxXc8E_gc,53.34015729999999,-7.6236112999999985,"https://maps.googleapis.com/maps/api/geocode/json?address=Cork+Hill,+Clara,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12063,Clara,0.7165833528135541,0.4687555622686258
18/03/2010,"Derrinlough, Birr",Offaly,39000.0,No,Second-Hand Dwelling house /Apartment,,GEOMETRIC_CENTER,"Derrinlough, Co. Offaly, Ireland",,ChIJgR9CtAJXXEgRgFVZj-4G_ao,53.1841113,-7.8776147,"https://maps.googleapis.com/maps/api/geocode/json?address=Derrinlough,+Birr,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12010,Derryad,4.435675142910369,24.52290901530219
19/03/2010,"1 Springfield, Moneygall",Offaly,154185.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,APPROXIMATE,"Loyer, Moneygall, Co. Offaly, Ireland",,ChIJffUM8qbuXEgRgBUyl6nHAAo,52.87973760000001,-7.9578079,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Springfield,+Moneygall,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12050,Cullenwaine,0.03686362026275794,53.144400025532114
30/03/2010,"Clondalla, Birr",Offaly,125000.0,No,Second-Hand Dwelling house /Apartment,,APPROXIMATE,"Townparks, Birr, Co. Offaly, Ireland",,ChIJMZQnTij4XEgR4OExl6nHAAo,53.0980052,-7.9096882000000015,"https://maps.googleapis.com/maps/api/geocode/json?address=Clondalla,+Birr,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12001,Birr Urban,0.1921446292944585,33.2284261732753
01/04/2010,"16 Chancery Park Grove, Chancery Park  Cloncollig, Tullamore",Offaly,150500.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"16 Chancery Park Grove, Cloncollog, Tullamore, Co. Offaly, R35 C1W4, Ireland",R35 C1W4,ChIJUwVbuuqlXUgRR6s9gBN4K5g,53.2641198,-7.4692734,"https://maps.googleapis.com/maps/api/geocode/json?address=16+Chancery+Park+Grove,+Chancery+Park+Cloncollig,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12087,Tullamore Rural,0.4184183581250185,2.126163710862381
07/04/2010,"29 Carraig Ean, Edenderry",Offaly,75484.58,Yes,New Dwelling house /Apartment,less than 38 sq metres,ROOFTOP,"Carraig EÃÂ¡n, Edenderry, Co. Offaly, Ireland",,ChIJ1dK6qlOFXUgR2FLg9AO2gn8,53.3470045,-7.0579243,"https://maps.googleapis.com/maps/api/geocode/json?address=29+Carraig+Ean,+Edenderry,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12042,Edenderry Urban,0.3929476098654369,30.551894159418485
08/04/2010,"30 Hophill Vale, Tullamore",Offaly,163000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"30 Hop Hill Vale, Tullamore, Co. Offaly, R35 XW20, Ireland",R35 XW20,ChIJw4Q1yJOlXUgR4ajF8wp4TwY,53.2684253,-7.479340700000002,"https://maps.googleapis.com/maps/api/geocode/json?address=30+Hophill+Vale,+Tullamore,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12002,Tullamore Urban,0.531748583029832,1.3548990737085147
13/04/2010,"Clonlack House, Rhode",Offaly,375000.0,No,Second-Hand Dwelling house /Apartment,,ROOFTOP,"Clonlack House, Clonlack, Rhode, Co. Offaly, Ireland",,ChIJeR2nyvWZXUgR6NkdUT_KyU0,53.33048240000001,-7.1748599,"https://maps.googleapis.com/maps/api/geocode/json?address=Clonlack+House,+Rhode,+Offaly,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",Midland,12043/12034,Esker/Ballaghassaan,2.6334662883487923,22.58363180747166
