date_of_sale,address,county,price,vat_exclusive,property_description,property_size,place_id,geocoding_url,latitude,longitude,formatted_address,eircode,accuracy,region,electoral_district_id,electoral_district,bus_distance,train_distance
27/01/2010,"23 Rochford Manor, Graiguecullen, Carlow",Carlow,155000.0,No,Second-Hand Dwelling house /Apartment,,ChIJP3hDErBCXUgRsijbNN8Jr_o,"https://maps.googleapis.com/maps/api/geocode/json?address=23+Rochford+Manor,+Graiguecullen,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.8312199,-6.9427265,"23 Rochfort Manor, Leighlin Road, Graiguecullen, Carlow, Co. Laois, R93 W7X6, Ireland",R93 W7X6,ROOFTOP,Midland,8094,Graigue Rural,0.4624352960643548,1.6970203273939826
28/01/2010,"18 Wolseley Court, Tullow",Carlow,250000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJpW_aixRfXUgRJkb_VLSXRLg,"https://maps.googleapis.com/maps/api/geocode/json?address=18+Wolseley+Court,+Tullow,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.7952322,-6.7286424,"18 Wolseley Ct, Mountwolseley, Tullow, Co. Carlow, R93 Y732, Ireland",R93 Y732,ROOFTOP,South-East (IE),1047,Tullow Rural,0.9901875657302508,13.964294642285445
28/01/2010,"25 Heatherfield Court, Dublin Road, Carlow",Carlow,170000.0,No,Second-Hand Dwelling house /Apartment,,ChIJO4NU5PdnXUgRfQgGDCFvIig,"https://maps.googleapis.com/maps/api/geocode/json?address=25+Heatherfield+Court,+Dublin+Road,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.8450496,-6.9181257,"25 Dublin Rd, Heatherfield Ct, Rathnapish, Carlow, R93 EV66, Ireland",R93 EV66,ROOFTOP,South-East (IE),1019,Carlow Rural,0.3330540725598354,0.5517898734228626
28/01/2010,"Broughillstown, Rathvilly",Carlow,130000.0,No,Second-Hand Dwelling house /Apartment,,ChIJa0EYfIiKZ0gR4pteloy1Byg,"https://maps.googleapis.com/maps/api/geocode/json?address=Broughillstown,+Rathvilly,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.89762629999999,-6.7107604000000025,"Broughillstown, Co. Carlow, Ireland",,APPROXIMATE,South-East (IE),1007,Rahill,2.151110610206873,15.54568353260246
02/02/2010,"27 Browneshill Wood, Browneshill Road, Carlow",Carlow,132743.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,EiQyNyBCcm93bmVzaGlsbCBXb29kLCBDYXJsb3csIElyZWxhbmQiGhIYChQKEgmZQm8PaF1dSBHgnpbrmaPmWBAb,"https://maps.googleapis.com/maps/api/geocode/json?address=27+Browneshill+Wood,+Browneshill+Road,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.834407999999996,-6.9016622000000005,"27 Browneshill Wood, Chapelstown, Carlow, Ireland",,RANGE_INTERPOLATED,South-East (IE),1019,Carlow Rural,1.3135382334975887,1.5522959933512237
02/02/2010,"Upper Main Street, Borris",Carlow,110000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ54QKCWJOXUgRTtl45vwMfUg,"https://maps.googleapis.com/maps/api/geocode/json?address=Upper+Main+Street,+Borris,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.601216,-6.927275999999999,"Main St, Knocknagundarragh, Borris, Co. Carlow, Ireland",,GEOMETRIC_CENTER,South-East (IE),1017,Borris,0.2501414574834743,11.002854234031155
07/02/2010,"33 Lakeside, Castleoaks, Dublin Road",Carlow,149779.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJfUXML1NdXUgRcMbiLZ1en-k,"https://maps.googleapis.com/maps/api/geocode/json?address=33+Lakeside,+Castleoaks,+Dublin+Road,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.83615129999999,-6.9281552999999985,"Tullow St, Carlow, Ireland",,GEOMETRIC_CENTER,South-East (IE),1001,Carlow Urban,0.07963506174099537,0.6171715879476061
08/02/2010,"Cappagh, Ballon",Carlow,85000.0,No,Second-Hand Dwelling house /Apartment,,ChIJZSI5Pp1ZXUgRPjJuWB87tcE,"https://maps.googleapis.com/maps/api/geocode/json?address=Cappagh,+Ballon,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.722449499999996,-6.7747224999999975,"Cappagh, Ballon Hill, Co. Carlow, Ireland",,APPROXIMATE,South-East (IE),1014,Ballon,1.9416637730007087,12.262691082674158
15/02/2010,"5 The Glen, Mortarstown, Carlow",Carlow,222500.0,No,Second-Hand Dwelling house /Apartment,,ChIJ3T3CPchCXUgRHFwIJi8KmF0,"https://maps.googleapis.com/maps/api/geocode/json?address=5+The+Glen,+Mortarstown,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.82083309999999,-6.9392429,"5 The Glen, Mortarstown Upper, Carlow, R93 C6K1, Ireland",R93 C6K1,ROOFTOP,South-East (IE),1019,Carlow Rural,0.8181059550690934,2.4689281890952985
15/02/2010,"Clongarron, Clonegal",Carlow,215000.0,No,Second-Hand Dwelling house /Apartment,,ChIJReFTdIv3Z0gRkK0xl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Clongarron,+Clonegal,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.6948009,-6.6477303,"Huntington, Clonegall, Co. Carlow, Ireland",,APPROXIMATE,South-East (IE),1021,Clonegall,2.814094630810266,20.556084063571983
17/02/2010,"4 Granite Court, Ballyknockan, Fenagh",Carlow,169162.98,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJa068BPlaXUgR4k6UxS25XiY,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Granite+Court,+Ballyknockan,+Fenagh,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.7120601,-6.8480529999999975,"4 Granite Court, Fennagh, Co. Carlow, R21 K188, Ireland",R21 K188,ROOFTOP,South-East (IE),1024,Fennagh,6.082933555778923,7.189894056169286
19/02/2010,"97 Heatherhill, Graiguecullen, Carlow",Carlow,195000.0,No,Second-Hand Dwelling house /Apartment,,ChIJQ9PzbgJoXUgRYmLWTcAKXoY,"https://maps.googleapis.com/maps/api/geocode/json?address=97+Heatherhill,+Graiguecullen,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.8440113,-6.9422945999999985,"97 Heather Hill Ave, Graigue, Carlow, Co. Laois, R93 P5W0, Ireland",R93 P5W0,ROOFTOP,Midland,8094,Graigue Rural,1.1220786190864742,1.3470068831625792
22/02/2010,"34 College Gardens, Granby Row, Carlow",Carlow,240000.0,No,Second-Hand Dwelling house /Apartment,,ChIJxwziGrNCXUgRgdbBYHNUKR4,"https://maps.googleapis.com/maps/api/geocode/json?address=34+College+Gardens,+Granby+Row,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.82978370000001,-6.9318621999999985,"34 College Gardens, Moanacurragh, Carlow, R93 WK37, Ireland",R93 WK37,ROOFTOP,South-East (IE),1001,Carlow Urban,0.2877954359277769,1.3566312960200342
26/02/2010,"2 Anglers Walk, Burren Road, Carlow",Carlow,170000.0,No,Second-Hand Dwelling house /Apartment,,ChIJVzvx301dXUgRsZYtrpiKAdo,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Anglers+Walk,+Burren+Road,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.83209859999999,-6.923006,"2 Anglers Walk, Carlow, R93 A621, Ireland",R93 A621,ROOFTOP,South-East (IE),1019,Carlow Rural,0.2631804713286124,0.9472441569479696
05/03/2010,"24 Brookhurst, Castleoaks, Dublin Road",Carlow,157709.24,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJd5nixfRnXUgRtMjCfYbxFtg,"https://maps.googleapis.com/maps/api/geocode/json?address=24+Brookhurst,+Castleoaks,+Dublin+Road,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.8488927,-6.9071596999999985,"24 Brookhurst, Pollerton Little, Castle Oaks, Co. Carlow, R93 D6P3, Ireland",R93 D6P3,ROOFTOP,South-East (IE),1019,Carlow Rural,0.9792397155119348,1.3599354780684842
08/03/2010,"Knocknatubrid, Tullow",Carlow,225000.0,No,Second-Hand Dwelling house /Apartment,,ChIJUxI_bspYXUgR0khUu6fHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=Knocknatubrid,+Tullow,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.762555299999995,-6.721865699999999,"Knocknatubbrid, Co. Carlow, Ireland",,APPROXIMATE,South-East (IE),1013,Ballintemple,4.1194226878125315,16.037791500635056
09/03/2010,"Ballyduff, Clonmore",Carlow,250000.0,No,Second-Hand Dwelling house /Apartment,,ChIJmVZqtJv0Z0gRYpdUu6fHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballyduff,+Clonmore,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.8368344,-6.6135676,"Ballyduff, Co. Carlow, Ireland",,APPROXIMATE,South-East (IE),1003,Clonmore,4.868493844767475,20.744628772997423
24/03/2010,"28 Mount Wolseley, Tullow",Carlow,132158.6,Yes,New Dwelling house /Apartment,greater than 125 sq metres,ChIJh60lAVNdXUgRN4IEeUdcLSo,"https://maps.googleapis.com/maps/api/geocode/json?address=28+Mount+Wolseley,+Tullow,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.791181200000004,-6.729487599999999,"Mountwolseley, Tullow, Co. Carlow, R93 C9H0, Ireland",R93 C9H0,GEOMETRIC_CENTER,South-East (IE),1047,Tullow Rural,1.3711728464222872,14.082130717361245
29/03/2010,"129 Sandhills, Hacketstown Road, Carlow",Carlow,193000.0,No,Second-Hand Dwelling house /Apartment,,ChIJCTv3oF1dXUgR2kqMW0calS0,"https://maps.googleapis.com/maps/api/geocode/json?address=129+Sandhills,+Hacketstown+Road,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.8373438,-6.9053064,"129 Sand Hills, Rathnapish, Carlow, R93 V4H1, Ireland",R93 V4H1,ROOFTOP,South-East (IE),1019,Carlow Rural,0.9190193054057472,1.199424540485187
29/03/2010,"4 Poachers Lock, Leighlinbridge",Carlow,112000.0,No,Second-Hand Dwelling house /Apartment,,ChIJAaa3sGlEXUgR1Mr0yuOhkPw,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Poachers+Lock,+Leighlinbridge,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.7350551,-6.9795199000000006,"Poacher's Lock, Church St, Ballyknockan, Leighlinbridge, Co. Carlow, Ireland",,ROOFTOP,South-East (IE),1032,Leighlinbridge,0.30001557222586644,4.384397275101788
29/03/2010,"5 Montgomery Street, Carlow",Carlow,80000.0,No,Second-Hand Dwelling house /Apartment,,EiA1IE1vbnRnb21lcnkgU3QsIENhcmxvdywgSXJlbGFuZCIaEhgKFAoSCc2Xdd9UXV1IERdyodIAV2hBEAU,"https://maps.googleapis.com/maps/api/geocode/json?address=5+Montgomery+Street,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.841063500000004,-6.9310348999999984,"5 Montgomery St, Graigue, Carlow, Ireland",,RANGE_INTERPOLATED,South-East (IE),1001,Carlow Urban,0.5127759841980214,0.5416682865091847
30/03/2010,"Ouragh Road, Tullow",Carlow,35000.0,No,Second-Hand Dwelling house /Apartment,,ChIJTer-QhFfXUgRoY_o9NGglZo,"https://maps.googleapis.com/maps/api/geocode/json?address=Ouragh+Road,+Tullow,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.797089,-6.7338799000000025,"Ouragh Rd, Co. Carlow, Ireland",,GEOMETRIC_CENTER,South-East (IE),1048,Tullow Urban,0.6544063865102119,13.561203398333724
01/04/2010,"Ballon, Carlow",Carlow,146000.0,No,Second-Hand Dwelling house /Apartment,,ChIJWextkGtZXUgRQIIxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballon,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.7391042,-6.7697838999999975,"Ballon, Co. Carlow, Ireland",,APPROXIMATE,South-East (IE),1014,Ballon,0.06805556541290378,13.093107447999255
09/04/2010,"43 Barrow Lough, Leighlinbridge",Carlow,185000.0,No,Second-Hand Dwelling house /Apartment,,ChIJrwovIFVEXUgRr9PAJ9BZ4VE,"https://maps.googleapis.com/maps/api/geocode/json?address=43+Barrow+Lough,+Leighlinbridge,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.71433769999999,-6.9593704,"Allens Lough River Barrow, Dunleckny, Muine Bheag, Co. Carlow, Ireland",,GEOMETRIC_CENTER,South-East (IE),1034,Muinebeag (Bagenalstown) Urban,1.4295518706036638,1.7477573116202882
09/04/2010,"45 Rathsillan, Carlow Road, Tullow",Carlow,170000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJc6KUgQFfXUgR_FkDsZ4ay1U,"https://maps.googleapis.com/maps/api/geocode/json?address=45+Rathsillan,+Carlow+Road,+Tullow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.8059394,-6.7525524999999975,"45 Rathsillan, Tullowbeg, Tullow, Co. Carlow, R93 XW30, Ireland",R93 XW30,ROOFTOP,South-East (IE),1046,Tullowbeg,0.5359485353636624,12.044835534670096
13/04/2010,"Killian Lane, Friarstown",Carlow,235000.0,No,Second-Hand Dwelling house /Apartment,,ChIJN346UgheXUgRu8boL2CwQbg,"https://maps.googleapis.com/maps/api/geocode/json?address=Killian+Lane,+Friarstown,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.83650890000001,-6.8167288999999975,"Friarstown, Urglin Glebe, Co. Carlow, Ireland",,APPROXIMATE,South-East (IE),1031,Killerrig,4.012521610598236,7.105435533155098
14/04/2010,"Ballymoon, Bagenalstown",Carlow,140000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ518dqDhFXUgRX2HIEJ9Xbkw,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballymoon,+Bagenalstown,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.698012,-6.898663000000001,"Ballymoon, Bagenalstown, Co. Carlow, Ireland",,GEOMETRIC_CENTER,South-East (IE),1016,Ballymoon,4.082525937801618,3.6374172883940106
19/04/2010,"No. 2 Bridge Street, Graiguecullen, Carlow",Carlow,57000.0,No,Second-Hand Dwelling house /Apartment,,ChIJX-f4oq5CXUgRz2Sbx5p4g50,"https://maps.googleapis.com/maps/api/geocode/json?address=No.+2+Bridge+Street,+Graiguecullen,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.8367549,-6.9388058999999975,"2 Bridge St, Graiguecullen, Carlow, R93 R861, Ireland",R93 R861,ROOFTOP,South-East (IE),1002,Graigue Urban,0.510132446185683,1.1513598511027894
20/04/2010,"24 Beechwood Park, Carlow",Carlow,111000.0,No,Second-Hand Dwelling house /Apartment,,ChIJbdT9EIpnXUgR3udasyX7fug,"https://maps.googleapis.com/maps/api/geocode/json?address=24+Beechwood+Park,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.84649079999999,-6.8997046000000015,"24 Beechwood Park, Pollerton, Carlow, R93 X6V9, Ireland",R93 X6V9,ROOFTOP,South-East (IE),1019,Carlow Rural,1.2267974247523352,1.6439852692401684
21/04/2010,"Clogrennane, Carlow",Carlow,130000.0,No,Second-Hand Dwelling house /Apartment,,ChIJgyZ-f1xCXUgRcKPqN6nHABg,"https://maps.googleapis.com/maps/api/geocode/json?address=Clogrennane,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.80837,-6.9941499999999985,"Clogrenan, Clogrennane, Co. Carlow, Ireland",,APPROXIMATE,South-East (IE),1020,Clogrenan,4.419892383170722,5.986483118084714
23/04/2010,"Carrigslaney, Tullow",Carlow,220000.0,No,Second-Hand Dwelling house /Apartment,,ChIJGxoDtd1YXUgROhytKPqH2VI,"https://maps.googleapis.com/maps/api/geocode/json?address=Carrigslaney,+Tullow,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.74944670000001,-6.733001400000001,"Carrickslaney, Co. Carlow, Ireland",,APPROXIMATE,South-East (IE),1029,Kilbride,2.718946245250273,15.814810113819073
26/04/2010,"10 Bramble Court, Tullow",Carlow,133000.0,No,Second-Hand Dwelling house /Apartment,,ChIJw7RSjXJfXUgRCFdHPzpu-5E,"https://maps.googleapis.com/maps/api/geocode/json?address=10+Bramble+Court,+Tullow,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.8032155,-6.724733500000001,"10 Bramble Court, Tullowphelim, Tullow, Co. Carlow, R93 E449, Ireland",R93 E449,ROOFTOP,South-East (IE),1048,Tullow Urban,0.6979869557773508,13.916758182695885
30/04/2010,"12 Old Burrin, Carlow",Carlow,140000.0,No,Second-Hand Dwelling house /Apartment,,ChIJuUdYh05dXUgRwwui4M7vxZk,"https://maps.googleapis.com/maps/api/geocode/json?address=12+Old+Burrin,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.83085,-6.922159599999999,"12 Old Burrin, Carlow, R93 C8X0, Ireland",R93 C8X0,ROOFTOP,South-East (IE),1019,Carlow Rural,0.409396740677889,1.085828026876526
30/04/2010,"6 Barrowmills, Graiguecullen, Carlow",Carlow,90000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ0Ztdb65CXUgRHrtQUO7M5uo,"https://maps.googleapis.com/maps/api/geocode/json?address=6+Barrowmills,+Graiguecullen,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.834565100000006,-6.9387922999999985,"Barrow Mills, Leighlin Rd, Graiguecullen, Carlow, Ireland",,ROOFTOP,South-East (IE),1002,Graigue Urban,0.3993212579709479,1.2645113812620925
07/05/2010,"22 Huntington Court, Carlow Town",Carlow,180000.0,No,Second-Hand Dwelling house /Apartment,,ChIJA8NwX1RdXUgRUgHkGFv-nWQ,"https://maps.googleapis.com/maps/api/geocode/json?address=22+Huntington+Court,+Carlow+Town,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.8401064,-6.9284270999999995,"22 Huntingdon Ct, Graigue, Carlow, R93 EK65, Ireland",R93 EK65,ROOFTOP,South-East (IE),1001,Carlow Urban,0.3719966839506784,0.3719966839505735
11/05/2010,"24 Gort Na Greinne, Ballinabranagh",Carlow,165000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJ27kHea9DXUgRhx_yuxx7nsk,"https://maps.googleapis.com/maps/api/geocode/json?address=24+Gort+Na+Greinne,+Ballinabranagh,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.78731209999999,-6.9847788999999985,"24 Gort Na GrÃÂ©ine, Ballinabrannagh, Co. Carlow, R93 DH58, Ireland",R93 DH58,ROOFTOP,South-East (IE),1020,Clogrenan,5.3883311548857,7.250590047626907
11/05/2010,"41 Ballyknockan Manor, Leighlinbridge",Carlow,176211.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJuQvSaGpEXUgR2qVdnAlCfuU,"https://maps.googleapis.com/maps/api/geocode/json?address=41+Ballyknockan+Manor,+Leighlinbridge,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.73407539999999,-6.984437,"41 Ballyknockan Manor, Ballyknockan, Leighlinbridge, Co. Carlow, R93 E186, Ireland",R93 E186,ROOFTOP,South-East (IE),1032,Leighlinbridge,0.2415346013909365,4.435016508425528
12/05/2010,"1 Maple Court, Phelim Wood, Tullow",Carlow,185000.0,No,Second-Hand Dwelling house /Apartment,,ChIJEXJuYQ1fXUgRkIwxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Maple+Court,+Phelim+Wood,+Tullow,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.802547,-6.737151700000001,"Templeowen, Tullow, Co. Carlow, Ireland",,APPROXIMATE,South-East (IE),1048,Tullow Urban,0.04775602512174262,13.146811341248252
12/05/2010,"The Padocks, Oak Park, Carlow",Carlow,303000.0,No,Second-Hand Dwelling house /Apartment,,ChIJpyS-oUJdXUgR7_ShSrqPoT4,"https://maps.googleapis.com/maps/api/geocode/json?address=The+Padocks,+Oak+Park,+Carlow,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",52.83372740000001,-6.9025946,"The Paddocks, Chapelstown, Carlow, Ireland",,GEOMETRIC_CENTER,South-East (IE),1019,Carlow Rural,1.3191834492124752,1.533838987566008
